scaling_method,root_age
Hedman,255.995588259778
Hedman,256.056835027341
Hedman,255.001715812517
Hedman,255.422664132201
Hedman,254.988346466642
Hedman,256.05461733474
Hedman,256.049136198784
Hedman,256.048951609604
Hedman,256.053674014211
Hedman,255.992170048136
Hedman,256.058099803178
Hedman,255.35112101176
Hedman,256.052826453521
Hedman,255.747241035886
Hedman,255.558241204709
Hedman,256.040577710509
Hedman,255.374913466427
Hedman,256.05756412437
Hedman,256.036694699988
Hedman,256.055845200886
Hedman,256.030269458818
Hedman,256.050230444434
Hedman,256.021621262783
Hedman,256.056477174916
Hedman,255.044914905952
Hedman,256.056820831955
Hedman,254.997004705508
Hedman,255.730699543129
Hedman,256.051316513619
Hedman,255.747788246569
Hedman,256.034733786909
Hedman,255.855567104466
Hedman,254.995946879766
Hedman,255.440121342969
Hedman,256.049075125245
Hedman,256.007057110511
Hedman,255.651076916257
Hedman,256.05727542073
Hedman,256.046243203593
Hedman,256.046236556395
Hedman,255.71078763426
Hedman,255.998578487215
Hedman,255.883725831253
Hedman,254.983601062087
Hedman,256.053098959751
Hedman,255.054473076563
Hedman,255.975080076075
